878	996	1000	77	256	904	899	340	66	695	752	841	832	973	756	325	282	158	667	239
484	25	321	388	754	704	90	184	529	724	263	773	163	179	418	410	687	525	660	602
176	475	773	575	553	519	699	108	468	232	284	875	375	617	308	788	634	525	650	504
454	897	144	204	296	364	680	642	188	497	348	921	316	364	533	849	289	363	738	465
462	80	936	914	713	132	228	728	325	131	758	624	487	420	106	491	290	132	222	715
841	764	387	996	851	518	863	520	956	883	669	376	454	970	481	591	302	367	179	123
238	198	181	612	491	222	591	579	151	528	113	521	514	724	80	806	470	330	361	189
370	838	846	413	236	92	436	883	698	990	697	936	364	699	571	11	449	432	521	943
852	955	56	339	720	29	492	679	837	697	838	726	782	139	299	566	979	74	510	992
597	98	57	26	955	655	332	618	538	186	794	566	454	563	338	1	328	175	842	424
790	210	483	169	968	643	66	877	216	970	600	680	739	588	402	900	230	39	294	456
348	308	447	610	569	790	920	574	591	759	661	813	350	796	284	785	825	679	400	845
11	664	220	717	907	598	690	38	695	829	890	712	204	724	557	66	934	725	627	440
123	907	608	734	258	377	267	125	717	583	941	854	948	740	35	794	966	469	428	3
661	286	125	188	451	268	597	453	988	673	568	31	660	760	41	112	194	275	767	620
902	14	116	717	170	749	151	184	365	207	547	671	33	230	562	717	91	639	682	42
950	796	949	365	109	372	963	760	254	11	160	748	272	888	764	494	255	485	719	274
130	776	399	239	85	486	570	507	459	966	206	336	737	18	258	682	273	65	354	82
285	386	583	198	959	747	537	376	163	529	576	88	373	338	289	264	720	8	150	980
829	427	322	847	374	94	909	732	684	705	839	188	59	758	981	810	683	887	407	330
350	769	664	45	330	500	507	800	168	788	228	4	737	579	598	365	948	365	586	510
606	748	893	747	630	291	999	232	871	63	178	464	330	698	928	581	196	507	961	676
819	709	569	689	40	838	961	111	849	297	369	377	11	947	529	711	109	44	868	719
267	448	709	85	271	562	544	815	441	439	540	116	92	402	595	497	840	995	378	200
434	467	558	915	302	940	577	787	105	777	102	166	505	923	431	671	845	762	358	696
194	320	797	146	327	178	536	163	420	205	664	890	78	186	568	984	193	817	224	251
365	815	227	741	436	388	330	941	461	810	364	253	65	185	563	325	34	755	380	117
94	565	701	284	449	307	841	370	391	425	857	683	228	904	771	623	150	488	986	48
316	275	939	507	772	637	278	866	997	254	216	786	899	834	769	202	793	569	870	537
762	703	106	873	479	404	551	514	679	242	266	404	478	216	69	170	166	406	529	181
721	166	440	88	214	544	442	303	49	342	86	808	862	398	500	606	139	554	972	929
61	980	18	656	853	626	658	679	351	57	892	171	301	434	578	596	339	70	431	991
876	122	775	510	395	255	624	673	383	357	403	890	202	424	276	412	451	470	125	484
466	77	29	342	587	615	602	887	359	282	263	733	505	982	901	884	816	841	319	368
377	702	817	413	374	766	14	81	664	466	286	774	646	680	542	365	194	520	358	220
421	278	884	66	232	105	332	915	126	337	149	176	424	692	257	208	745	376	174	476
958	582	112	381	7	21	942	552	549	298	574	742	28	788	408	826	506	389	733	448
527	100	31	878	899	250	536	826	723	835	674	311	816	987	805	693	599	91	550	640
202	817	638	923	819	672	695	650	326	760	401	683	95	568	762	504	458	213	736	953
204	735	454	598	694	399	964	676	419	387	572	293	484	944	240	883	994	245	152	161
162	755	314	365	542	890	629	783	653	779	494	65	710	320	507	373	479	838	600	406
792	820	290	324	218	850	942	285	45	782	286	420	157	87	513	592	887	337	22	127
61	860	260	87	377	566	438	9	385	72	600	375	981	124	397	79	580	248	889	690
858	40	666	179	211	306	714	627	217	785	804	566	643	446	63	487	454	414	894	767
889	551	907	398	827	778	260	144	218	12	232	584	814	391	542	150	167	743	630	29
889	1	114	627	744	406	141	396	766	391	231	703	12	186	475	744	92	674	705	215
654	856	416	995	942	115	618	38	92	620	50	650	824	37	715	222	478	882	640	540
240	315	492	216	234	280	611	472	506	85	944	97	723	840	765	993	211	3	898	940
983	133	798	201	38	870	265	60	738	523	752	859	416	83	260	693	80	904	377	561
878	157	254	90	153	351	72	54	137	66	829	546	59	449	768	852	476	952	617	162
918	191	96	710	491	693	713	465	507	485	63	696	813	112	648	504	136	101	242	763
285	903	346	738	717	668	182	362	570	151	485	165	200	183	261	469	14	724	113	987
5	46	831	912	282	422	611	291	407	756	776	971	185	889	106	536	746	559	445	535
177	846	114	129	246	909	920	984	214	434	768	542	933	462	711	224	636	233	63	489
732	523	809	564	144	390	533	299	925	909	905	638	733	787	949	670	342	216	570	789
756	222	391	781	90	506	305	876	533	219	274	294	310	320	655	103	840	990	447	725
532	116	660	894	641	680	634	941	364	426	231	579	446	24	363	509	826	360	23	502
130	208	884	868	759	653	555	661	100	618	90	5	264	472	21	124	156	242	511	509
671	605	734	656	760	254	132	474	811	241	346	403	791	834	796	94	406	279	479	338
979	871	695	943	354	947	302	161	672	103	280	691	903	546	462	997	974	79	93	419
320	476	842	1000	246	907	147	813	673	626	540	904	140	936	402	604	596	815	278	683
595	755	620	957	460	992	116	364	229	747	208	853	668	107	603	915	454	902	311	458
974	185	487	64	796	179	94	528	513	415	163	187	830	213	522	879	682	857	573	676
423	213	272	507	843	837	919	264	910	730	130	302	523	623	913	181	7	972	247	768
220	924	111	542	965	408	7	891	782	285	641	317	108	497	913	418	24	843	193	239
664	383	688	66	267	102	766	762	761	234	350	11	381	132	511	867	546	845	930	313
520	801	30	981	827	383	146	926	386	533	516	746	460	318	990	933	991	126	914	551
384	614	522	171	532	247	21	999	326	539	491	831	410	83	261	387	619	918	24	505
751	299	637	458	575	183	942	919	368	262	517	712	134	532	14	208	890	748	300	588
107	43	631	574	420	538	180	845	863	62	315	506	155	547	785	735	130	4	958	857
113	54	603	728	790	706	122	799	750	457	22	382	384	979	29	531	731	935	181	659
588	566	445	187	728	836	433	111	154	124	622	836	634	68	233	265	665	879	39	555
218	650	258	48	822	816	979	551	74	953	166	451	634	564	189	526	990	631	237	782
144	507	540	906	821	873	735	626	208	246	180	606	599	432	39	563	1000	802	183	160
239	367	286	568	777	170	776	398	86	471	92	871	43	557	344	332	442	831	168	937
153	769	940	207	835	876	296	931	170	734	246	500	486	35	740	207	197	766	338	914
129	897	370	675	515	825	879	856	46	476	935	129	802	720	858	901	586	661	110	469
249	773	90	686	575	223	917	657	642	599	773	373	791	649	633	858	565	305	628	415
329	570	901	610	6	848	148	904	898	901	132	596	150	245	258	883	797	757	167	191
654	446	502	419	615	729	321	257	328	637	740	503	744	936	454	940	552	972	957	713
527	524	747	900	222	357	42	926	309	183	938	175	389	902	657	651	430	813	168	675
714	788	266	417	846	146	368	94	503	791	175	695	487	141	347	628	851	695	881	113
845	543	895	483	605	33	9	197	518	658	184	637	852	139	73	533	101	967	799	264
755	988	794	557	366	231	548	15	181	346	801	66	137	954	747	132	347	584	144	823
801	125	424	971	321	520	294	331	319	412	297	72	879	701	857	744	871	568	59	50
408	69	638	929	190	145	287	624	746	358	538	432	111	973	381	781	855	890	606	296
702	968	684	647	84	310	1000	619	164	297	993	454	660	474	468	927	660	183	784	710
525	590	143	822	820	839	601	583	842	253	793	921	469	860	25	496	592	18	655	145
63	91	344	424	644	168	357	572	673	735	981	173	808	182	312	145	82	204	230	26
942	787	1	498	107	242	239	169	67	758	816	767	764	14	85	117	963	679	331	162
135	980	865	192	584	931	943	148	858	438	467	160	573	45	150	293	771	629	796	755
491	436	123	50	303	570	749	685	695	165	793	169	27	487	454	157	30	178	322	967
944	904	231	453	983	74	255	401	583	681	756	388	562	779	736	886	998	649	282	187
500	59	545	893	789	926	720	272	98	494	640	955	745	317	626	962	346	81	676	847
187	834	494	713	929	998	215	736	961	499	570	451	571	537	717	61	273	302	278	705
459	358	732	714	371	298	337	649	436	866	747	359	274	91	520	633	506	965	512	740
256	620	580	486	864	317	987	401	95	524	602	268	172	179	22	147	359	984	922	653
205	372	106	759	403	289	77	993	326	91	160	466	798	92	394	391	840	339	765	451
316	187	12	122	493	301	750	272	896	798	993	759	964	767	735	149	902	793	798	911
952	443	433	547	632	456	500	795	416	782	660	817	668	651	693	587	895	367	731	972
294	498	311	173	586	801	178	560	588	502	213	139	358	413	678	167	946	502	889	171
487	705	977	884	612	130	117	21	743	542	822	499	657	233	834	694	801	809	68	568
209	15	801	264	568	36	898	515	565	271	843	44	838	894	564	868	446	262	936	407
599	166	885	104	604	948	226	85	667	939	180	268	105	583	549	640	783	361	805	220
622	298	467	185	208	361	439	703	543	676	640	623	438	190	770	423	367	211	265	200
411	727	189	74	705	756	214	74	943	470	84	671	274	968	34	803	847	476	946	440
112	656	914	622	207	53	557	982	278	448	814	686	370	114	402	376	938	507	816	393
736	815	784	301	133	299	61	311	658	2	383	527	724	142	173	668	589	166	684	187
277	762	284	394	697	989	257	255	391	551	748	868	96	666	134	965	723	489	529	915
570	657	254	307	963	64	934	855	359	858	837	939	591	698	631	900	670	518	382	355
462	442	292	752	616	837	928	882	587	930	932	914	661	59	868	139	46	883	668	140
556	283	595	915	709	7	362	728	966	980	557	270	281	279	627	626	607	782	820	892
546	936	596	530	525	252	48	517	31	292	117	720	311	949	129	22	623	771	229	177
711	61	846	990	350	809	971	335	643	470	825	327	803	827	542	74	961	684	89	263
610	49	623	409	130	71	759	236	515	907	110	785	369	515	11	593	726	735	245	588
768	746	769	829	653	533	255	953	815	64	504	804	654	766	302	835	712	937	671	34
228	239	78	355	10	299	810	913	226	938	683	188	968	174	33	770	756	620	294	612
797	137	938	723	266	457	649	658	97	612	290	201	634	866	677	689	554	888	973	138
31	611	278	883	405	490	562	441	961	253	120	312	168	299	210	295	426	612	927	884
919	265	990	972	908	98	499	128	794	406	882	430	485	109	626	792	149	70	838	952
841	315	371	457	895	44	369	310	221	462	415	850	468	916	341	970	571	897	715	731
924	560	586	528	826	908	578	31	584	96	793	683	207	605	68	755	883	855	853	138
196	711	68	845	375	202	442	907	833	725	748	228	347	642	155	587	724	334	195	774
522	352	675	292	427	233	45	933	558	755	941	674	83	501	216	406	82	86	365	34
396	933	300	609	194	204	328	243	163	296	977	339	833	764	473	26	948	5	894	321
332	487	524	279	744	577	348	951	407	82	968	274	610	631	7	426	597	432	311	605
609	361	295	228	823	316	734	391	142	965	846	571	594	552	496	527	402	823	987	914
917	306	819	383	301	174	862	248	368	488	506	558	292	781	754	20	459	404	363	764
805	580	668	518	495	220	324	300	272	875	929	731	358	793	493	199	792	407	449	258
457	385	308	265	153	396	269	503	653	800	46	830	532	150	603	69	133	749	355	354
479	843	227	392	193	674	688	957	865	419	669	730	674	331	618	693	246	977	346	571
749	187	542	597	645	984	787	612	328	879	247	552	135	316	305	754	258	194	129	210
476	222	477	859	113	139	87	756	668	477	811	934	939	40	680	30	758	551	162	415
231	704	447	857	312	140	240	160	85	896	613	631	217	231	432	792	158	919	432	302
562	729	751	868	615	414	709	996	671	918	863	986	532	295	934	282	971	197	170	816
813	832	621	464	572	358	839	375	396	108	467	465	605	373	568	565	661	384	713	583
862	680	919	288	359	403	149	389	435	915	884	840	170	515	4	998	665	2	591	10
486	459	506	125	89	144	962	600	653	572	779	226	875	737	578	270	335	780	920	183
581	52	32	353	558	23	657	312	28	39	750	723	722	959	200	423	156	662	160	665
336	919	426	218	344	476	478	418	311	148	302	379	159	861	118	690	357	539	552	876
753	37	524	302	556	845	89	58	481	341	420	55	369	182	293	484	937	29	152	99
136	274	349	790	852	217	816	254	161	87	421	7	424	586	199	687	252	205	332	780
257	907	600	90	794	724	343	793	690	261	18	999	165	68	459	63	902	162	414	623
802	832	444	489	904	413	643	48	985	690	322	819	998	171	459	470	481	671	288	985
511	434	647	161	311	627	589	922	420	168	699	332	954	701	22	866	177	709	122	342
177	351	693	36	693	500	646	514	106	748	856	67	415	290	368	156	728	862	308	362
5	454	362	633	713	308	164	380	240	427	958	477	701	503	892	178	935	340	854	941
386	294	461	902	530	198	822	200	682	413	946	808	43	45	388	324	72	797	805	275
217	449	774	687	553	766	4	816	643	544	91	985	176	987	439	488	908	210	230	114
423	275	101	262	558	233	619	88	614	371	811	904	667	264	761	838	558	536	419	293
573	944	387	637	779	972	519	895	797	481	438	767	500	120	369	418	547	722	817	690
435	312	229	178	744	131	938	364	966	765	631	826	53	53	914	235	770	361	601	840
120	56	422	89	178	605	370	312	73	66	310	557	176	239	645	433	154	205	737	469
106	639	73	248	268	103	966	885	279	597	107	906	87	8	119	705	44	179	764	99
612	347	892	76	642	604	397	186	584	194	271	247	375	549	934	190	87	497	54	211
679	522	864	905	962	757	624	768	980	716	763	978	144	889	299	781	107	196	776	541
253	89	179	296	608	12	458	717	345	258	894	638	420	566	923	211	503	597	567	218
349	530	754	353	70	74	341	171	388	260	591	683	376	356	209	685	846	812	362	717
418	573	374	464	843	473	227	42	570	927	456	187	846	686	166	284	563	719	63	619
425	114	85	705	231	921	537	161	594	694	518	186	349	355	480	813	380	547	318	795
73	940	680	799	474	580	17	404	236	534	744	814	42	460	283	785	92	368	438	398
644	876	717	42	626	685	42	290	95	525	974	302	279	363	816	453	419	250	792	533
187	826	749	22	144	66	835	983	858	641	440	37	119	295	175	392	895	743	510	856
582	885	249	285	790	654	189	101	984	850	784	529	963	489	935	582	439	388	352	996
29	400	980	724	141	141	971	25	423	839	470	746	761	39	487	569	503	862	496	783
756	850	823	568	416	865	76	894	911	549	979	942	865	417	833	463	146	200	218	809
195	832	212	957	37	942	679	887	896	165	231	507	828	138	864	402	85	399	523	681
912	393	580	959	589	577	930	203	415	601	710	914	737	42	264	147	161	61	568	485
311	738	472	200	595	229	872	162	33	10	86	81	581	932	780	238	350	382	123	826
565	132	427	679	299	896	999	203	556	925	309	665	790	611	221	995	52	26	275	759
404	59	263	289	785	201	308	878	993	60	219	248	826	886	165	346	466	331	438	865
649	356	53	409	129	306	44	644	242	446	485	935	304	415	718	664	355	469	808	346
93	921	846	451	442	340	655	379	784	194	624	470	333	4	837	205	685	875	820	843
231	32	193	272	168	671	900	421	625	735	470	497	657	752	527	885	325	61	534	649
230	226	38	315	11	87	557	224	943	694	476	39	592	432	937	952	451	985	197	349
594	349	117	898	292	680	557	969	374	255	454	388	736	686	70	915	535	865	329	709
285	196	357	991	743	126	734	26	703	368	957	448	147	938	3	171	660	563	817	851
59	5	689	912	561	160	407	135	145	390	392	877	528	641	149	632	339	581	324	66
424	364	460	435	908	761	734	429	794	85	233	148	839	240	345	866	712	266	661	335
731	383	823	156	299	844	988	779	647	97	532	104	88	793	294	83	401	399	589	469
126	617	926	679	54	951	744	180	954	119	630	443	625	998	178	860	592	933	191	542
641	338	895	699	166	318	635	770	679	313	598	236	278	9	823	591	455	533	817	345
666	279	320	528	64	137	616	127	695	974	25	644	134	846	839	707	408	509	664	774
527	259	753	979	926	271	368	377	61	606	938	546	528	458	857	91	701	648	262	794
730	787	132	805	317	428	751	687	295	168	518	806	104	324	844	927	452	749	357	278
409	316	251	327	167	171	524	22	466	634	395	8	807	552	243	773	680	948	731	731
861	269	272	850	206	504	849	941	594	256	345	675	691	761	572	114	2	387	880	516
770	603	202	751	134	50	765	19	392	389	556	690	907	378	940	868	668	376	467	689
27	112	816	244	422	426	588	556	784	406	804	588	566	73	685	116	631	674	465	403
646	505	477	863	661	475	945	784	25	904	102	683	728	753	590	375	696	905	344	400
402	475	948	637	58	170	301	734	283	213	236	664	131	411	778	228	212	329	849	223
699	452	13	749	706	252	29	858	654	441	227	682	582	993	523	390	89	768	886	184
620	294	215	482	564	191	179	742	445	211	177	610	631	247	666	346	70	227	688	252
430	519	515	850	727	910	641	777	979	577	511	653	789	735	894	338	663	400	968	599
470	665	371	112	36	212	933	783	712	306	51	197	858	109	668	117	49	854	549	287
681	841	636	990	594	659	121	670	640	107	293	426	336	88	505	457	70	402	569	948
11	984	805	89	555	499	421	37	14	356	108	394	68	514	166	405	58	822	207	977
315	661	544	489	350	620	183	710	456	32	837	961	148	433	562	177	486	31	21	400
74	22	826	331	578	6	73	233	974	486	491	720	763	538	626	967	699	41	608	207
670	977	956	863	398	960	251	232	161	710	705	338	942	260	970	610	818	751	296	376
218	687	458	916	758	433	560	123	178	784	806	724	307	384	489	449	770	52	197	390
796	888	548	415	542	531	993	749	981	219	283	869	934	559	54	966	629	997	955	392
746	763	354	552	975	339	342	335	66	148	624	310	694	747	57	608	927	645	574	934
847	652	712	85	159	337	727	256	628	925	581	781	679	611	332	115	159	63	132	793
167	475	686	830	252	766	390	89	133	477	161	393	660	287	276	602	2	320	262	491
523	59	548	940	301	67	410	438	518	517	724	191	978	793	292	885	660	870	976	772
519	631	244	668	469	279	325	930	293	261	980	923	879	396	893	758	900	782	962	120
783	852	216	941	747	405	508	616	282	176	747	176	551	224	245	530	35	57	478	559
767	829	527	455	103	529	118	64	574	529	787	26	857	621	591	965	95	921	921	781
597	697	764	815	125	847	275	713	388	872	765	57	558	183	5	161	901	297	527	354
55	558	236	464	436	316	670	522	385	119	319	438	492	339	371	277	931	813	208	760
688	409	668	965	824	364	428	872	153	355	738	603	469	673	550	516	973	180	886	918
221	146	644	454	594	550	165	552	562	51	89	679	327	77	722	973	99	407	570	446
766	215	469	750	330	789	309	506	846	60	251	477	508	269	531	486	193	982	943	440
254	90	9	38	572	734	37	288	253	453	399	964	171	765	164	915	666	921	408	920
808	58	769	470	178	683	433	441	440	599	763	159	359	738	116	496	742	192	284	353
58	624	42	256	984	103	494	234	655	354	102	446	227	752	56	148	35	748	919	839
295	18	399	178	590	14	419	341	971	181	741	973	883	340	935	427	863	547	812	941
746	591	436	420	456	39	702	958	32	740	346	976	610	619	979	747	516	573	827	483
404	411	917	925	117	217	229	238	865	102	750	937	235	378	131	231	471	650	7	599
308	134	666	273	184	375	281	694	629	768	37	839	509	458	550	256	441	573	440	333
823	221	614	259	617	473	983	319	439	579	68	143	784	529	123	958	845	802	507	601
498	249	949	160	895	666	93	599	568	986	679	903	171	5	617	704	969	311	918	753
889	328	727	582	456	206	303	961	771	494	599	65	56	95	617	88	771	837	678	830
271	988	149	812	898	240	721	865	677	3	672	671	928	280	791	823	366	298	934	337
981	579	505	977	423	879	782	353	531	952	999	359	382	845	717	196	273	390	812	164
644	826	132	774	233	669	769	276	597	595	952	242	233	181	439	244	916	796	576	931
705	713	927	321	389	498	162	820	112	544	721	553	77	484	309	49	396	843	948	940
967	264	62	927	422	260	685	831	337	901	879	737	511	424	962	838	791	732	28	814
813	39	592	102	663	367	334	575	366	248	364	552	329	607	368	38	58	795	921	934
178	730	561	866	849	492	392	999	834	694	883	156	983	762	633	874	396	883	966	58
384	506	163	528	4	498	835	363	265	341	49	705	689	586	345	708	65	418	398	492
254	621	124	920	804	843	963	616	29	232	647	844	852	169	428	656	820	59	314	164
515	687	734	328	117	896	279	33	374	175	578	647	688	175	763	405	862	345	998	395
60	754	399	635	962	197	16	675	342	665	51	360	866	932	457	780	121	717	835	388
853	666	438	642	766	587	994	861	234	19	368	42	771	661	229	93	171	713	920	873
83	913	250	467	658	705	43	654	668	102	440	275	580	118	963	572	233	640	198	164
871	137	34	235	38	551	12	728	595	157	776	980	529	966	829	139	631	790	765	264
796	821	677	860	224	665	904	624	541	34	675	442	791	699	238	647	84	589	991	548
672	844	516	968	998	172	906	966	395	673	667	483	263	276	836	365	821	544	491	425
962	311	823	796	697	374	863	738	292	27	505	615	999	885	950	512	354	228	358	3
178	943	534	440	187	801	847	483	998	221	536	565	448	314	196	595	90	971	297	83
548	362	584	677	792	416	264	421	339	67	434	845	86	185	334	184	448	746	524	719
484	902	562	446	306	936	227	748	445	57	675	591	719	273	238	572	140	445	589	742
84	320	705	663	731	859	397	929	705	750	307	10	524	350	760	729	365	878	862	41
346	511	312	873	598	284	857	281	308	378	643	501	258	439	356	515	918	617	496	240
402	517	95	716	181	865	729	349	783	473	827	71	160	472	384	912	4	656	530	977
285	385	197	375	590	385	661	872	141	148	889	633	834	931	790	70	211	83	980	947
530	234	277	749	442	37	118	455	516	790	127	510	200	907	774	605	711	202	240	259
412	238	218	748	563	719	755	487	324	153	292	662	669	493	692	84	713	942	119	234
884	716	515	930	131	6	969	76	998	164	762	505	183	911	851	986	965	169	35	395
371	79	610	82	626	322	647	99	995	603	720	309	203	514	230	15	539	893	33	529
708	370	726	537	219	10	179	515	538	687	441	694	177	354	722	59	162	377	487	128
642	628	632	982	213	139	772	267	200	558	509	433	840	802	83	594	556	948	359	296
150	401	662	504	110	73	191	639	27	973	666	144	456	819	217	403	445	212	995	858
411	139	34	927	994	857	700	490	448	447	64	254	891	645	553	358	876	409	362	12
306	662	287	798	220	910	477	634	363	36	463	117	561	148	828	335	191	690	944	497
361	268	707	784	14	570	999	173	730	791	691	377	389	345	939	150	617	348	593	99
438	579	576	847	576	564	492	488	350	558	336	426	588	441	713	241	223	31	705	699
761	506	500	1000	634	24	74	611	603	225	808	537	174	900	111	336	349	445	375	662
68	69	565	252	54	559	693	38	997	372	503	808	505	699	410	36	534	630	833	389
45	738	10	852	685	300	388	898	512	49	112	885	199	917	547	859	898	623	163	818
507	4	272	311	502	292	806	147	180	857	632	701	720	678	228	413	481	110	517	525
682	64	570	253	570	117	747	741	486	525	465	776	539	542	787	215	934	667	347	468
288	374	870	259	219	164	340	715	313	272	100	464	627	157	325	736	95	42	204	886
154	296	960	751	373	496	109	622	938	522	89	762	535	1	173	546	64	941	763	918
822	37	631	772	941	321	589	380	923	825	386	69	305	86	145	157	629	839	233	269
89	885	929	578	144	590	152	118	987	692	862	825	213	741	534	967	339	740	305	49
843	207	54	655	841	503	150	922	308	92	852	444	414	686	32	994	17	751	303	730
192	525	315	635	793	461	493	794	896	650	901	360	761	360	966	857	810	420	805	178
743	991	79	101	367	259	428	429	190	300	810	743	1	176	76	215	654	573	959	670
956	814	261	705	694	595	199	447	555	510	383	224	687	363	636	56	892	692	20	463
512	712	570	694	191	275	36	756	812	51	638	51	317	197	721	548	301	275	16	945
124	686	923	780	560	983	285	548	53	220	318	843	967	346	951	822	815	842	465	798
452	389	91	491	956	606	168	933	424	749	505	533	510	837	56	598	866	343	137	377
731	747	601	432	417	207	830	660	763	536	886	992	642	840	313	861	306	25	766	324
845	116	588	819	143	514	70	827	813	986	425	92	187	294	649	45	956	268	849	587
428	791	321	771	947	549	325	724	648	604	225	797	98	652	317	824	645	683	371	421
61	836	150	939	499	423	289	336	444	6	978	259	846	281	79	962	581	581	974	476
684	768	60	719	188	54	363	352	116	319	511	884	678	64	12	441	676	315	414	622
694	534	643	41	184	989	829	594	618	800	699	936	595	583	444	416	122	196	346	448
564	103	320	515	790	949	628	578	859	887	941	509	696	667	702	343	834	761	69	115
197	533	69	870	689	22	24	76	671	452	365	161	600	643	714	941	589	888	672	766
776	847	473	380	138	89	130	257	716	136	784	75	713	882	66	853	52	65	548	79
553	348	509	442	769	266	234	575	570	677	693	146	925	872	944	745	741	877	67	820
424	233	247	466	307	265	440	612	637	887	287	343	571	938	131	939	303	223	944	783
196	339	401	199	35	562	162	597	908	354	611	240	456	309	119	527	385	252	17	296
695	9	888	697	68	92	956	585	338	582	738	259	945	5	796	478	336	713	333	111
867	712	884	279	46	269	678	988	207	70	547	847	516	480	638	628	805	785	841	462
195	253	897	90	999	471	901	468	322	27	858	662	622	788	91	878	899	945	556	477
545	722	983	560	358	31	966	772	810	772	339	167	452	864	553	287	37	680	294	833
959	557	165	361	237	38	353	770	41	975	25	876	766	132	681	526	169	375	298	915
665	670	377	966	336	765	364	451	595	149	515	727	983	318	973	878	228	175	37	113
136	792	588	402	222	825	615	434	915	472	193	251	595	808	421	549	109	487	310	868
590	537	653	583	742	16	366	34	499	571	450	722	937	246	431	35	95	613	348	83
992	24	557	133	245	103	872	757	135	685	788	776	765	426	558	848	818	728	41	861
72	312	286	362	454	879	392	563	964	759	139	304	760	567	350	777	954	127	642	420
439	862	109	526	133	198	389	711	519	159	668	410	466	275	40	506	35	120	790	893
855	960	612	667	292	837	146	427	515	630	368	426	191	11	11	264	262	954	41	202
43	665	627	967	512	347	649	441	711	67	439	860	896	508	555	339	74	646	627	754
343	712	560	542	951	421	40	831	379	220	281	286	277	479	632	838	395	466	657	547
526	748	256	712	436	329	333	324	441	213	531	29	208	324	729	708	155	887	314	8
615	286	679	693	97	340	381	555	454	673	410	306	116	889	326	817	460	428	407	21
